"","ID1","ID2","distance","sero1","phylo_grp1","sero2","phylo_grp2","change_st","distance_rank"
"13074","15531_4#28","15531_4#25",3.000000000003e-06,"10B",30,"10B",30,0,1
"13075","15531_5#60","15531_6#16",0.007503,"10F",30,"10F",30,0,1
"13076","15531_5#88","15531_7#12",0.029638,"10A",30,"10A",30,0,1
"13077","15531_6#16","15531_5#60",0.007503,"10F",30,"10F",30,0,1
"13078","15531_6#49","15531_5#60",0.010285,"10F",30,"10F",30,0,1
"13079","15531_7#12","15531_5#88",0.029638,"10A",30,"10A",30,0,1
"13080","15731_8#61","15731_8#69",2.000000000002e-06,"6B",30,"6B",30,0,1
"13081","15731_8#69","15731_8#61",2.000000000002e-06,"6B",30,"6B",30,0,1
"13082","15841_4#14","14555_3#2",0.007534,"33D",30,"33D",30,0,1
"13083","15841_4#23","15995_2#85",0.00150299999999999,"10B",30,"10B",30,0,1
"13084","15841_4#42","15531_2#50",0.015343,"6A",30,"6A",30,0,1
"13085","15873_2#11","17794_7#96",0.001087,"10A",30,"10A",30,0,1
"13086","15873_3#3","14520_5#59",0.001554,"10A",30,"10A",30,0,1
"13087","15995_2#85","15841_4#23",0.00150299999999999,"10B",30,"10B",30,0,1
"13088","16288_3#18","16288_4#25",0.029576,"10A",30,"10A",30,0,1
"13089","16288_3#22","16288_4#9",0.010017,"10A",30,"10A",30,0,1
"13090","16288_4#25","16288_3#18",0.029576,"10A",30,"10A",30,0,1
"13091","16288_4#9","16288_3#22",0.010017,"10A",30,"10A",30,0,1
"13092","16288_5#51","16288_4#9",0.014638,"10A",30,"10A",30,0,1
"13093","16288_7#74","16288_4#9",0.013386,"10A",30,"10A",30,0,1
"13094","16288_8#44","14673_4#59",0.090564,"10F",30,"10F",30,0,1
"13095","16288_8#77","16288_4#9",0.021649,"10A",30,"10A",30,0,1
"13096","16399_5#27","17794_8#99",3.000000000003e-06,"10A",30,"10A",30,0,1
"13097","16399_5#38","16399_5#54",3.000000000003e-06,"10A",30,"10A",30,0,1
"13098","16399_5#54","16399_5#38",3.000000000003e-06,"10A",30,"10A",30,0,1
"13099","16399_6#15","16399_5#38",0.000735,"10A",30,"10A",30,0,1
"13100","16453_2#47","16453_2#6",0.000759999999999997,"10A",30,"10A",30,0,1
"13101","16453_2#6","16453_2#47",0.000759999999999997,"10A",30,"10A",30,0,1
"13102","17059_7#92","14913_5#92",0.008217,"33D",30,"33D",30,0,1
"13103","17138_3#85","14555_3#2",0.006387,"33D",30,"33D",30,0,1
"13104","17150_5#17","14555_3#2",0.010229,"33D",30,"33D",30,0,1
"13105","17150_5#93","17175_7#8",2.000000000002e-06,"33D",30,"33D",30,0,1
"13106","17150_6#19","13415_4#91",0.019271,"33D",30,"33D",30,0,1
"13107","17150_6#2","14412_2#84",0.012447,"33D",30,"33D",30,0,1
"13108","17175_7#8","17150_5#93",2.000000000002e-06,"33D",30,"33D",30,0,1
"13109","17428_8#125","19183_3#15",0.000716999999999995,"10A",30,"10A",30,0,1
"13110","17428_8#139","17794_7#106",0.000365000000000004,"10A",30,"10A",30,0,1
"13111","17428_8#146","17794_7#106",0.000731999999999997,"10A",30,"10A",30,0,1
"13112","17794_7#106","16399_5#38",8.000000000008e-06,"10A",30,"10A",30,0,1
"13113","17794_7#120","17794_7#96",0.00229,"10A",30,"10A",30,0,1
"13114","17794_7#123","16399_5#38",0.001094,"10A",30,"10A",30,0,1
"13115","17794_7#188","14520_5#59",0.002054,"10A",30,"10A",30,0,1
"13116","17794_7#37","19183_3#15",0.001442,"10A",30,"10A",30,0,1
"13117","17794_7#4","16399_5#27",0.000363000000000002,"10A",30,"10A",30,0,1
"13118","17794_7#40","17794_7#106",0.000364000000000003,"10A",30,"10A",30,0,1
"13119","17794_7#7","16399_5#38",0.002192,"10A",30,"10A",30,0,1
"13120","17794_7#96","17428_8#125",0.001082,"10A",30,"10A",30,0,1
"13121","17794_8#39","17794_8#53",0.003358,"10A",30,"10A",30,0,1
"13122","17794_8#53","17794_8#62",0.00186299999999999,"10A",30,"10A",30,0,1
"13123","17794_8#62","17794_8#64",0.00111799999999999,"10A",30,"10A",30,0,1
"13124","17794_8#64","17794_8#62",0.00111799999999999,"10A",30,"10A",30,0,1
"13125","17794_8#99","16399_5#27",3.000000000003e-06,"10A",30,"10A",30,0,1
"13126","17870_7#122","9789_2#4",0.015203,"10B",30,"10B",30,0,1
"13127","17870_7#89","13415_4#91",0.020655,"33D",30,"33D",30,0,1
"13128","17966_5#96","15531_4#25",0.008287,"10B",30,"10B",30,0,1
"13129","18456_1#20","15378_4#55",0.014134,"10B",30,"10B",30,0,1
"13130","18456_1#45","15531_4#28",0.000383999999999995,"10B",30,"10B",30,0,1
"13131","18456_1#6","15531_2#45",0.006396,"35F",30,"35F",30,0,1
"13132","18456_1#64","15531_3#90",0.000727999999999993,"10B",30,"10B",30,0,1
"13133","18456_1#81","15531_3#88",2.000000000002e-06,"33D",30,"33D",30,0,1
"13134","18456_1#92","9789_5#4",0.006748,"10B",30,"10B",30,0,1
"13135","19183_3#15","17428_8#125",0.000716999999999995,"10A",30,"10A",30,0,1
"13136","20925_3#24","15531_5#60",0.103269,"10F",30,"10F",30,0,1
"13137","20957_7#117","20957_7#119",0.018117,"10F",30,"10F",30,0,1
"13138","20957_7#119","20957_7#117",0.018117,"10F",30,"10F",30,0,1
"13139","9716_7#26","9789_3#42",0.00159699999999999,"10B",30,"10B",30,0,1
"13140","9789_2#4","18456_1#92",0.008177,"10B",30,"10B",30,0,1
"13141","9789_2#8","15531_2#50",0.128803,"6A",30,"6A",30,0,1
"13142","9789_3#42","9716_7#26",0.00159699999999999,"10B",30,"10B",30,0,1
"13143","9789_3#47","12290_3#53",2.000000000002e-06,"10B",30,"10B",30,0,1
"13144","9789_5#4","18456_1#92",0.006748,"10B",30,"10B",30,0,1
"13145","11511_7#54","11826_1#18",11.22323,"1",31,"1",31,0,1
"13146","11511_7#9","14673_3#22",53.651404,"1",31,"1",31,0,1
"13147","11657_2#22","11511_7#54",12.49653,"1",31,"1",31,0,1
"13148","11657_4#14","14673_3#22",10.022689,"1",31,"1",31,0,1
"13149","11658_1#12","15608_2#85",37.205827,"1",31,"1",31,0,1
"13150","11658_2#51","12299_1#30",3.81262400000003,"1",31,"1",31,0,1
"13151","11826_1#18","11511_7#54",11.22323,"1",31,"1",31,0,1
"13152","11826_1#49","11658_1#12",65.731386,"1",31,"1",31,0,1
"13153","11826_1#74","11658_1#12",85.0837250000001,"1",31,"1",31,0,1
"13154","12290_2#6","14673_3#21",19.2086400000001,"1",31,"1",31,0,1
"13155","12299_1#30","12299_1#51",2.85401100000001,"1",31,"1",31,0,1
"13156","12299_1#51","12299_1#30",2.85401100000001,"1",31,"1",31,0,1
"13157","12299_1#52","22841_4#128",126.300448,"1",31,"1",31,0,1
"13158","13414_3#68","14673_3#21",16.709335,"1",31,"1",31,0,1
"13159","14673_1#53","14673_3#81",27.603326,"1",31,"1",31,0,1
"13160","14673_2#72","11511_7#54",20.272754,"1",31,"1",31,0,1
"13161","14673_3#21","13414_3#68",16.709335,"1",31,"1",31,0,1
"13162","14673_3#22","11657_4#14",10.022689,"1",31,"1",31,0,1
"13163","14673_3#3","11658_1#12",45.207608,"1",31,"1",31,0,1
"13164","14673_3#81","14673_1#53",27.603326,"1",31,"1",31,0,1
"13165","15608_2#85","11658_1#12",37.205827,"1",31,"1",31,0,1
"13166","15608_3#48","15608_4#22",6.546581,"1",31,"1",31,0,1
"13167","15608_3#61","15608_3#63",15.492422,"1",31,"1",31,0,1
"13168","15608_3#63","15608_3#61",15.492422,"1",31,"1",31,0,1
"13169","15608_3#64","22841_1#60",34.533716,"1",31,"1",31,0,1
"13170","15608_4#20","15608_4#22",8.90946100000002,"1",31,"1",31,0,1
"13171","15608_4#21","15608_3#61",31.896166,"1",31,"1",31,0,1
"13172","15608_4#22","15608_3#48",6.546581,"1",31,"1",31,0,1
"13173","15682_1#14","22841_1#60",34.349996,"1",31,"1",31,0,1
"13174","15682_1#18","15682_2#46",15.175917,"1",31,"1",31,0,1
"13175","15682_2#18","14673_3#21",40.45456,"1",31,"1",31,0,1
"13176","15682_2#46","15682_1#18",15.175917,"1",31,"1",31,0,1
"13177","17794_8#157","14673_3#21",29.9316460000001,"1",31,"1",31,0,1
"13178","18090_1#113","18090_1#114",2.562971,"1",31,"1",31,0,1
"13179","18090_1#114","18090_1#113",2.562971,"1",31,"1",31,0,1
"13180","18090_1#122","19084_7#47",0.00363800000002357,"1",31,"1",31,0,1
"13181","19084_7#47","18090_1#122",0.00363800000002357,"1",31,"1",31,0,1
"13182","19084_7#56","14673_3#21",37.6933180000001,"1",31,"1",31,0,1
"13183","19084_7#8","19084_7#47",35.75972,"1",31,"1",31,0,1
"13184","19084_8#164","14673_1#53",27.8434329999999,"1",31,"1",31,0,1
"13185","20925_3#25","12299_1#52",276.273369,"1",31,"1",31,0,1
"13186","21127_1#117","21127_1#125",21.073115,"1",31,"1",31,0,1
"13187","21127_1#125","21127_1#117",21.073115,"1",31,"1",31,0,1
"13188","21127_2#107","21127_2#123",36.039848,"1",31,"1",31,0,1
"13189","21127_2#114","21127_2#123",92.952716,"1",31,"1",31,0,1
"13190","21127_2#123","21127_2#107",36.039848,"1",31,"1",31,0,1
"13191","21127_2#84","21127_2#123",87.231966,"1",31,"1",31,0,1
"13192","22027_1#153","22841_2#143",10.382852,"1",31,"1",31,0,1
"13193","22027_1#160","22841_3#129",13.769829,"1",31,"1",31,0,1
"13194","22114_6#19","22841_2#171",23.48329,"1",31,"1",31,0,1
"13195","22114_6#38","22114_6#8",2.24100800000002,"1",31,"1",31,0,1
"13196","22114_6#8","22114_6#38",2.24100800000002,"1",31,"1",31,0,1
"13197","22667_7#128","22841_4#128",8.90946200000005,"1",31,"1",31,0,1
"13198","22667_7#135","22841_4#109",9.97357700000001,"1",31,"1",31,0,1
"13199","22667_7#136","22841_4#113",2.233732,"1",31,"1",31,0,1
"13200","22667_7#157","22841_4#128",7.81078600000001,"1",31,"1",31,0,1
"13201","22667_7#163","22667_8#57",7.02497799999998,"1",31,"1",31,0,1
"13202","22667_7#166","22841_1#75",6.95949399999998,"1",31,"1",31,0,1
"13203","22667_7#171","23164_8#72",2.60480800000002,"1",31,"1",31,0,1
"13204","22667_7#184","23164_8#109",8.11092100000002,"1",31,"1",31,0,1
"13205","22667_8#1","22841_3#44",9.11500900000001,"1",31,"1",31,0,1
"13206","22667_8#57","22667_7#163",7.02497799999998,"1",31,"1",31,0,1
"13207","22841_1#1","22841_4#7",5.60433899999998,"1",31,"1",31,0,1
"13208","22841_1#102","22841_4#115",6.74485200000001,"1",31,"1",31,0,1
"13209","22841_1#152","19084_7#47",39.99981,"1",31,"1",31,0,1
"13210","22841_1#170","22027_1#160",16.742076,"1",31,"1",31,0,1
"13211","22841_1#60","14673_3#21",20.4146370000001,"1",31,"1",31,0,1
"13212","22841_1#64","23164_8#133",4.46746400000001,"1",31,"1",31,0,1
"13213","22841_1#75","22667_7#166",6.95949399999998,"1",31,"1",31,0,1
"13214","22841_1#76","22841_4#81",14.646588,"1",31,"1",31,0,1
"13215","22841_1#90","22841_4#128",4.47474,"1",31,"1",31,0,1
"13216","22841_1#97","22841_4#128",8.98404100000002,"1",31,"1",31,0,1
"13217","22841_2#111","14673_3#21",64.2834600000001,"1",31,"1",31,0,1
"13218","22841_2#134","14673_3#21",30.711996,"1",31,"1",31,0,1
"13219","22841_2#143","22841_4#81",10.099088,"1",31,"1",31,0,1
"13220","22841_2#149","22841_3#50",6.43744100000004,"1",31,"1",31,0,1
"13221","22841_2#171","22841_3#174",14.519258,"1",31,"1",31,0,1
"13222","22841_2#76","22841_4#81",5.61343400000001,"1",31,"1",31,0,1
"13223","22841_3#124","22027_1#160",23.983514,"1",31,"1",31,0,1
"13224","22841_3#129","22027_1#160",13.769829,"1",31,"1",31,0,1
"13225","22841_3#134","22841_4#128",11.157746,"1",31,"1",31,0,1
"13226","22841_3#138","22841_4#109",12.174567,"1",31,"1",31,0,1
"13227","22841_3#14","22841_3#44",27.772491,"1",31,"1",31,0,1
"13228","22841_3#174","22841_2#171",14.519258,"1",31,"1",31,0,1
"13229","22841_3#4","22841_3#44",6.81033600000001,"1",31,"1",31,0,1
"13230","22841_3#44","22841_3#4",6.81033600000001,"1",31,"1",31,0,1
"13231","22841_3#49","22841_2#149",10.3100920000001,"1",31,"1",31,0,1
"13232","22841_3#50","22841_2#149",6.43744100000004,"1",31,"1",31,0,1
"13233","22841_3#53","22841_4#31",12.461969,"1",31,"1",31,0,1
"13234","22841_3#95","22841_1#1",11.214135,"1",31,"1",31,0,1
"13235","22841_3#99","22114_6#8",20.762065,"1",31,"1",31,0,1
"13236","22841_4#103","23164_8#72",12.398304,"1",31,"1",31,0,1
"13237","22841_4#109","22841_4#110",3.33786500000002,"1",31,"1",31,0,1
"13238","22841_4#110","22841_4#109",3.33786500000002,"1",31,"1",31,0,1
"13239","22841_4#113","22667_7#136",2.233732,"1",31,"1",31,0,1
"13240","22841_4#115","22841_1#102",6.74485200000001,"1",31,"1",31,0,1
"13241","22841_4#116","22667_7#184",8.11637800000003,"1",31,"1",31,0,1
"13242","22841_4#128","22841_1#90",4.47474,"1",31,"1",31,0,1
"13243","22841_4#31","22841_3#53",12.461969,"1",31,"1",31,0,1
"13244","22841_4#38","22841_4#81",8.01451400000002,"1",31,"1",31,0,1
"13245","22841_4#7","22841_1#1",5.60433899999998,"1",31,"1",31,0,1
"13246","22841_4#81","22841_2#76",5.61343400000001,"1",31,"1",31,0,1
"13247","23164_8#109","22667_7#184",8.11092100000002,"1",31,"1",31,0,1
"13248","23164_8#122","22667_7#136",4.73121900000001,"1",31,"1",31,0,1
"13249","23164_8#129","22841_4#81",14.881239,"1",31,"1",31,0,1
"13250","23164_8#133","22841_1#64",4.46746400000001,"1",31,"1",31,0,1
"13251","23164_8#138","22841_4#128",19.124966,"1",31,"1",31,0,1
"13252","23164_8#72","22667_7#171",2.60480800000002,"1",31,"1",31,0,1
"13253","23164_8#76","22114_6#8",21.567883,"1",31,"1",31,0,1
"13254","23164_8#91","23164_8#122",10.359205,"1",31,"1",31,0,1
"13255","23164_8#93","22114_6#8",5.83899000000002,"1",31,"1",31,0,1
"13256","11511_7#82","13154_3#82",401.88065,"12F",32,"7F",32,1,1
"13257","11511_8#23","13154_3#82",410.130554,"12F",32,"7F",32,1,1
"13258","11657_1#80","13154_3#82",404.951042,"12F",32,"7F",32,1,1
"13259","11657_2#25","13154_3#82",392.783041,"12F",32,"7F",32,1,1
"13260","11657_2#4","13154_3#82",405.202514000001,"12F",32,"7F",32,1,1
"13261","11657_2#59","13154_3#82",391.979955,"12F",32,"7F",32,1,1
"13262","11657_8#50","13154_3#82",343.011876,"12F",32,"7F",32,1,1
"13263","11658_1#20","15682_1#26",432.235758,"7F",32,"12F",32,1,1
"13264","11658_1#21","15682_1#26",421.94974,"7F",32,"12F",32,1,1
"13265","11658_2#26","15682_1#26",2084.4473,"7F",32,"12F",32,1,1
"13266","11679_1#51","13154_3#82",339.730568,"12F",32,"7F",32,1,1
"13267","11822_1#29","13154_3#82",389.809994,"12F",32,"7F",32,1,1
"13268","11826_1#24","13154_3#82",384.018026,"12F",32,"7F",32,1,1
"13269","11893_8#12","15682_1#26",70.4811110000001,"9N",32,"12F",32,1,1
"13270","12162_1#11","15682_1#26",340.991977,"7F",32,"12F",32,1,1
"13271","12162_1#61","15682_1#26",316.676257,"7F",32,"12F",32,1,1
"13272","12162_1#68","15682_1#26",332.441928,"7F",32,"12F",32,1,1
"13273","12291_1#3","13154_3#82",344.30574,"12F",32,"7F",32,1,1
"13274","12291_6#11","15682_1#26",318.055297,"7F",32,"12F",32,1,1
"13275","12291_6#34","15682_1#26",307.022977,"7F",32,"12F",32,1,1
"13276","12837_3#21","13154_3#82",326.937946,"12F",32,"7F",32,1,1
"13277","12837_4#50","15682_1#26",321.669193,"7F",32,"12F",32,1,1
"13278","13154_3#82","15682_1#26",305.424922,"7F",32,"12F",32,1,1
"13279","13414_1#83","13154_3#82",335.678624,"12F",32,"7F",32,1,1
"13280","13414_2#18","13154_3#82",424.363059,"12F",32,"7F",32,1,1
"13281","13414_2#28","13154_3#82",347.570816,"12F",32,"7F",32,1,1
"13282","13414_2#45","13154_3#82",414.685441,"12F",32,"7F",32,1,1
"13283","13414_2#76","13154_3#82",420.07181,"12F",32,"7F",32,1,1
"13284","13414_2#77","13154_3#82",420.07181,"12F",32,"7F",32,1,1
"13285","13414_2#79","13154_3#82",421.16693,"12F",32,"7F",32,1,1
"13286","13415_7#1","15682_1#26",308.393905,"7F",32,"12F",32,1,1
"13287","13415_7#42","15682_1#26",328.592787,"7F",32,"12F",32,1,1
"13288","13470_1#54","15682_1#26",319.758817,"7F",32,"12F",32,1,1
"13289","13710_1#24","13154_3#82",421.304835,"12F",32,"7F",32,1,1
"13290","13710_1#25","13154_3#82",416.843234,"12F",32,"7F",32,1,1
"13291","13710_1#31","15682_1#26",93.081144,"9N",32,"12F",32,1,1
"13292","13710_1#32","13154_3#82",337.645784,"12F",32,"7F",32,1,1
"13293","13710_1#57","15682_1#26",338.607049,"7F",32,"12F",32,1,1
"13294","13710_1#70","13154_3#82",425.433843,"12F",32,"7F",32,1,1
"13295","13710_2#29","13154_3#82",415.606154000001,"12F",32,"7F",32,1,1
"13296","13710_2#31","13154_3#82",417.082538,"12F",32,"7F",32,1,1
"13297","13710_2#32","13154_3#82",417.082538,"12F",32,"7F",32,1,1
"13298","13710_2#37","13154_3#82",420.947905,"12F",32,"7F",32,1,1
"13299","13710_2#6","13154_3#82",416.839178,"12F",32,"7F",32,1,1
"13300","13710_2#70","13154_3#82",409.838523,"12F",32,"7F",32,1,1
"13301","14410_7#27","15682_1#26",411.898974,"7F",32,"12F",32,1,1
"13302","14412_2#58","15682_1#26",313.845168,"7F",32,"12F",32,1,1
"13303","14520_6#69","15682_1#26",316.04352,"7F",32,"12F",32,1,1
"13304","14555_4#40","13154_3#82",337.130674,"12F",32,"7F",32,1,1
"13305","14673_1#13","15682_1#26",2206.739755,"7F",32,"12F",32,1,1
"13306","14673_1#18","13154_3#82",401.722466,"12F",32,"7F",32,1,1
"13307","14673_1#65","13154_3#82",346.195832,"12F",32,"7F",32,1,1
"13308","14673_1#95","13154_3#82",402.545834,"12F",32,"7F",32,1,1
"13309","14673_2#52","13154_3#82",421.945682,"12F",32,"7F",32,1,1
"13310","14673_2#91","13154_3#82",331.330592,"12F",32,"7F",32,1,1
"13311","14673_3#29","13154_3#82",322.192424000001,"12F",32,"7F",32,1,1
"13312","14673_3#42","13154_3#82",404.695514,"12F",32,"7F",32,1,1
"13313","14673_3#50","13154_3#82",319.588477,"12F",32,"7F",32,1,1
"13314","14673_4#15","15682_1#26",332.409481,"7F",32,"12F",32,1,1
"13315","14673_4#80","15682_1#26",307.570535,"7F",32,"12F",32,1,1
"13316","14913_5#58","15682_1#26",319.868329,"7F",32,"12F",32,1,1
"13317","14913_5#72","15682_1#26",337.710672,"7F",32,"12F",32,1,1
"13318","14936_4#73","15682_1#26",336.595273,"7F",32,"12F",32,1,1
"13319","15277_1#22","13154_3#82",333.788532,"12F",32,"7F",32,1,1
"13320","15531_7#41","15682_1#26",446.56155,"7F",32,"12F",32,1,1
"13321","15531_7#5","15682_1#26",454.993975,"7F",32,"12F",32,1,1
"13322","15608_2#57","13154_3#82",397.297369,"12F",32,"7F",32,1,1
"13323","15608_2#79","13154_3#82",411.931418,"12F",32,"7F",32,1,1
"13324","15608_3#10","13154_3#82",394.831322,"12F",32,"7F",32,1,1
"13325","15608_3#12","13154_3#82",403.738298,"12F",32,"7F",32,1,1
"13326","15608_3#72","15682_1#26",315.443233,"7F",32,"12F",32,1,1
"13327","15608_3#9","13154_3#82",320.180651,"12F",32,"7F",32,1,1
"13328","15682_1#26","13154_3#82",305.424922,"12F",32,"7F",32,1,1
"13329","16399_5#60","15682_1#26",446.687286,"7F",32,"12F",32,1,1
"13330","16399_6#59","15682_1#26",448.135278,"7F",32,"12F",32,1,1
"13331","17150_4#73","15682_1#26",334.697065,"7F",32,"12F",32,1,1
"13332","17150_5#5","15682_1#26",335.2284,"7F",32,"12F",32,1,1
"13333","17150_5#8","15682_1#26",313.800553,"7F",32,"12F",32,1,1
"13334","17175_6#23","15682_1#26",337.333464,"7F",32,"12F",32,1,1
"13335","17175_7#11","15682_1#26",316.692481,"7F",32,"12F",32,1,1
"13336","17175_8#1","15682_1#26",332.721793,"7F",32,"12F",32,1,1
"13337","17794_7#19","15682_1#26",450.479646,"7F",32,"12F",32,1,1
"13338","17794_8#85","15682_1#26",458.044086,"7F",32,"12F",32,1,1
"13339","17966_5#117","13154_3#82",339.430424,"12F",32,"7F",32,1,1
"13340","17966_5#138","13154_3#82",340.257855,"12F",32,"7F",32,1,1
"13341","18623_5#48","13154_3#82",339.053215,"12F",32,"7F",32,1,1
"13342","18623_5#49","13154_3#82",442.193233,"12F",32,"7F",32,1,1
"13343","19084_7#66","15682_1#26",458.076533,"7F",32,"12F",32,1,1
"13344","19084_7#94","13154_3#82",338.408316,"12F",32,"7F",32,1,1
"13345","19084_8#156","13154_3#82",403.17857,"12F",32,"7F",32,1,1
"13346","19084_8#43","13154_3#82",335.80842,"12F",32,"7F",32,1,1
"13347","20287_5#121","15682_1#26",324.926161,"7F",32,"12F",32,1,1
"13348","20925_3#89","15682_1#26",326.276809,"7F",32,"12F",32,1,1
"13349","21053_8#135","15682_1#26",2207.348154,"8",32,"12F",32,1,1
"13350","21053_8#136","15682_1#26",2209.222026,"8",32,"12F",32,1,1
"13351","21053_8#148","15682_1#26",2259.386636,"8",32,"12F",32,1,1
"13352","21127_1#100","15682_1#26",335.739457,"7F",32,"12F",32,1,1
"13353","21127_1#77","15682_1#26",346.771777,"7F",32,"12F",32,1,1
"13354","21127_1#85","15682_1#26",325.919881,"7F",32,"12F",32,1,1
"13355","21127_2#170","13154_3#82",357.743267,"12F",32,"7F",32,1,1
"13356","21127_2#186","13154_3#82",349.834068,"12F",32,"7F",32,1,1
"13357","21127_2#4","13154_3#82",353.739997,"12F",32,"7F",32,1,1
"13358","21127_2#76","13154_3#82",353.76433,"12F",32,"7F",32,1,1
"13359","21999_7#111","13154_3#82",352.2555,"12F",32,"7F",32,1,1
"13360","21999_7#117","13154_3#82",352.283892,"12F",32,"7F",32,1,1
"13361","21999_7#119","13154_3#82",354.206437000001,"12F",32,"7F",32,1,1
"13362","21999_7#147","13154_3#82",351.273948,"12F",32,"7F",32,1,1
"13363","21999_7#153","13154_3#82",354.672876,"12F",32,"7F",32,1,1
"13364","21999_7#156","13154_3#82",344.881692,"12F",32,"7F",32,1,1
"13365","21999_7#160","13154_3#82",348.653772,"12F",32,"7F",32,1,1
"13366","21999_7#182","13154_3#82",354.977076,"12F",32,"7F",32,1,1
"13367","21999_8#55","13154_3#82",355.991077,"12F",32,"7F",32,1,1
"13368","21999_8#61","13154_3#82",355.524637,"12F",32,"7F",32,1,1
"13369","22027_1#137","15682_1#26",333.573552,"7F",32,"12F",32,1,1
"13370","22841_1#52","15682_1#26",341.628768,"7F",32,"12F",32,1,1
"13371","22841_1#63","15682_1#26",314.55497,"7F",32,"12F",32,1,1
"13372","22841_1#95","15682_1#26",332.669065,"7F",32,"12F",32,1,1
"13373","22841_2#172","15682_1#26",324.816649,"7F",32,"12F",32,1,1
"13374","22841_2#187","15682_1#26",331.326529,"7F",32,"12F",32,1,1
"13375","22841_2#6","15682_1#26",323.543065,"7F",32,"12F",32,1,1
"13376","22841_3#132","15682_1#26",322.322209,"7F",32,"12F",32,1,1
"13377","22841_4#19","15682_1#26",326.215969,"7F",32,"12F",32,1,1
"13378","22841_4#43","15682_1#26",333.942649,"7F",32,"12F",32,1,1
"13379","22841_4#50","15682_1#26",337.820184,"7F",32,"12F",32,1,1
"13380","11511_7#82","15608_3#12",4.83475200000021,"12F",32,"12F",32,0,1
"13381","11511_8#23","14673_1#18",17.809896,"12F",32,"12F",32,0,1
"13382","11657_1#80","14673_1#18",12.6222720000001,"12F",32,"12F",32,0,1
"13383","11657_2#25","11826_1#24",14.938247,"12F",32,"12F",32,0,1
"13384","11657_2#4","14673_1#18",9.48292800000013,"12F",32,"12F",32,0,1
"13385","11657_2#59","11826_1#24",19.8946810000002,"12F",32,"12F",32,0,1
"13386","11657_8#50","19084_8#43",22.5675839999999,"12F",32,"12F",32,0,1
"13387","11658_1#20","14410_7#27",88.6317120000003,"7F",32,"7F",32,0,1
"13388","11658_1#21","14410_7#27",70.8907660000002,"7F",32,"7F",32,0,1
"13389","11658_2#26","14673_1#13",336.960317,"7F",32,"7F",32,0,1
"13390","11679_1#51","14673_1#65",9.1503359999997,"12F",32,"12F",32,0,1
"13391","11822_1#29","15608_3#10",9.79929599999991,"12F",32,"12F",32,0,1
"13392","11826_1#24","11657_2#25",14.938247,"12F",32,"12F",32,0,1
"13393","11893_8#12","13710_1#31",94.1397589999999,"9N",32,"9N",32,0,1
"13394","12162_1#11","13470_1#54",60.1626479999998,"7F",32,"7F",32,0,1
"13395","12162_1#61","17175_7#11",5.52427200000011,"7F",32,"7F",32,0,1
"13396","12162_1#68","22841_2#172",26.6479190000002,"7F",32,"7F",32,0,1
"13397","12291_1#3","19084_8#43",42.478488,"12F",32,"12F",32,0,1
"13398","12291_6#11","12162_1#61",6.89520000000016,"7F",32,"7F",32,0,1
"13399","12291_6#34","13415_7#1",12.3789119999999,"7F",32,"7F",32,0,1
"13400","12837_3#21","14555_4#40",35.3804879999998,"12F",32,"12F",32,0,1
"13401","12837_4#50","13470_1#54",14.0540399999998,"7F",32,"7F",32,0,1
"13402","13154_3#82","12291_6#34",202.775667,"7F",32,"7F",32,0,1
"13403","13414_1#83","13414_2#28",32.2370880000001,"12F",32,"12F",32,0,1
"13404","13414_2#18","11826_1#24",46.5182649999999,"12F",32,"12F",32,0,1
"13405","13414_2#28","13414_1#83",32.2370880000001,"12F",32,"12F",32,0,1
"13406","13414_2#45","13710_2#37",12.2328959999998,"12F",32,"12F",32,0,1
"13407","13414_2#76","13414_2#77",0.0081119999999828,"12F",32,"12F",32,0,1
"13408","13414_2#77","13414_2#76",0.0081119999999828,"12F",32,"12F",32,0,1
"13409","13414_2#79","11657_2#4",21.9105119999999,"12F",32,"12F",32,0,1
"13410","13415_7#1","12291_6#34",12.3789119999999,"7F",32,"7F",32,0,1
"13411","13415_7#42","13470_1#54",106.01573,"7F",32,"7F",32,0,1
"13412","13470_1#54","12837_4#50",14.0540399999998,"7F",32,"7F",32,0,1
"13413","13710_1#24","13710_2#29",12.1801690000002,"12F",32,"12F",32,0,1
"13414","13710_1#25","13710_2#29",7.70234400000027,"12F",32,"12F",32,0,1
"13415","13710_1#31","11893_8#12",94.1397589999999,"9N",32,"9N",32,0,1
"13416","13710_1#32","14673_2#91",6.32330399999978,"12F",32,"12F",32,0,1
"13417","13710_1#57","14673_4#15",15.875184,"7F",32,"7F",32,0,1
"13418","13710_1#70","14673_2#52",39.9840490000001,"12F",32,"12F",32,0,1
"13419","13710_2#29","13710_2#31",1.48449600000026,"12F",32,"12F",32,0,1
"13420","13710_2#31","13710_2#32",0.0081119999999828,"12F",32,"12F",32,0,1
"13421","13710_2#32","13710_2#31",0.0081119999999828,"12F",32,"12F",32,0,1
"13422","13710_2#37","13414_2#45",12.2328959999998,"12F",32,"12F",32,0,1
"13423","13710_2#6","13710_2#29",7.7063999999998,"12F",32,"12F",32,0,1
"13424","13710_2#70","14673_1#18",21.7523290000001,"12F",32,"12F",32,0,1
"13425","14410_7#27","11658_1#21",70.8907660000002,"7F",32,"7F",32,0,1
"13426","14412_2#58","14520_6#69",26.8426080000002,"7F",32,"7F",32,0,1
