"","ID1","ID2","distance","sero1","phylo_grp1","sero2","phylo_grp2","change_st","sg1","sg2","sg_switch","distance_rank","repN","change_sg"
"2798","12378_2#65","17870_7#40",98.603325,"19F",21,"19F",21,0,"19","19",0,1,1,0
"2799","17175_4#86","17870_7#44",43.441198,"35B",5,"35B",5,0,"35","35",0,1,1,0
"2800","17870_8#47","17870_7#47",20.684322,"19A",17,"19A",17,0,"19","19",0,1,1,0
"2801","17870_7#110","17870_7#53",27.5555430000001,"15BC",5,"15BC",5,0,"15","15",0,1,1,0
"2802","14936_6#57","17870_7#56",25.0331189999999,"19F",10,"19F",10,0,"19","19",0,1,1,0
"2803","17966_5#1","17870_7#67",47.025099,"35B",5,"35B",5,0,"35","35",0,1,1,0
"2804","18456_1#50","17870_7#69",37.043495,"15BC",5,"15BC",5,0,"15","15",0,1,1,0
"2805","15378_4#6","17870_7#71",114.847148,"22F",34,"34",34,1,"22","34",1,1,1,1
"2806","18456_1#33","17870_7#71",113.909398,"34",34,"34",34,0,"34","34",0,1,1,0
"2807","14936_6#61","17870_7#74",28.720557,"35B",5,"35B",5,0,"35","35",0,1,1,0
"2808","15531_3#8","17870_7#91",140.335326,"9V",54,"9V",54,0,"9","9",0,1,1,0
"2809","16288_5#10","17870_8#109",849.30327,"10A",10,"19F",10,1,"10","19",1,1,1,1
"2810","13414_8#63","17870_8#109",133.90289,"19A",10,"19F",10,1,"19","19",0,1,1,0
"2811","14520_6#66","17870_8#109",133.556563,"19F",10,"19F",10,0,"19","19",0,1,1,0
"2812","18456_1#96","17870_8#109",152.489378,"23F",10,"19F",10,1,"23","19",1,1,1,1
"2813","14913_3#41","17870_8#109",150.788096,"3",10,"19F",10,1,"3","19",1,1,1,1
"2814","17966_5#10","17870_8#124",24.905724,"19A",17,"19A",17,0,"19","19",0,1,1,0
"2815","17870_8#130","17870_8#125",19.37439,"12F",26,"12F",26,0,"12","12",0,1,1,0
"2816","15378_4#32","17870_8#126",87.644924,"33F",9,"33F",9,0,"33","33",0,1,1,0
"2817","17870_8#125","17870_8#130",19.37439,"12F",26,"12F",26,0,"12","12",0,1,1,0
"2818","17966_5#75","17870_8#132",14.976711,"12F",26,"12F",26,0,"12","12",0,1,1,0
"2819","15531_2#72","17870_8#132",8.57325299999999,"9V",26,"12F",26,1,"9","12",1,1,1,1
"2820","19341_2#24","17870_8#136",13.862769,"12F",26,"12F",26,0,"12","12",0,1,1,0
"2821","15531_2#28","17870_8#152",31.948948,"12F",26,"12F",26,0,"12","12",0,1,1,0
"2822","18456_1#39","17870_8#16",66.068781,"19F",21,"19F",21,0,"19","19",0,1,1,0
"2823","17870_7#135","17870_8#160",112.03904,"7F",56,"7F",56,0,"7","7",0,1,1,0
"2824","17870_8#188","17870_8#167",27.3580820000001,"15BC",5,"15BC",5,0,"15","15",0,1,1,0
"2825","17870_8#172","17870_8#169",25.817895,"35B",5,"35B",5,0,"35","35",0,1,1,0
"2826","17870_8#169","17870_8#172",25.817895,"35B",5,"35B",5,0,"35","35",0,1,1,0
"2827","17870_8#190","17870_8#174",25.24181,"21",11,"21",11,0,"21","21",0,1,1,0
"2828","12378_2#17","17870_8#176",70.533381,"19F",21,"19F",21,0,"19","19",0,1,1,0
"2829","17966_5#27","17870_8#18",40.3897910000001,"14",9,"14",9,0,"14","14",0,1,1,0
"2830","9789_3#9","17870_8#180",65.39883,"19F",21,"19F",21,0,"19","19",0,1,1,0
"2831","17870_7#51","17870_8#185",24.3566910000001,"15BC",5,"15BC",5,0,"15","15",0,1,1,0
"2832","17870_8#167","17870_8#188",27.3580820000001,"15BC",5,"15BC",5,0,"15","15",0,1,1,0
"2833","17870_8#174","17870_8#190",25.24181,"21",11,"21",11,0,"21","21",0,1,1,0
"2834","17870_7#47","17870_8#47",20.684322,"19A",17,"19A",17,0,"19","19",0,1,1,0
"2835","17966_5#23","17870_8#48",95.3456649999999,"6B",40,"22A",40,1,"6","22",1,1,1,1
"2836","17794_8#171","17870_8#49",112.56605,"9V",54,"9V",54,0,"9","9",0,1,1,0
"2837","17870_7#163","17870_8#50",29.911959,"6A",13,"6A",13,0,"6","6",0,1,1,0
"2838","9789_2#57","17870_8#69",29.5630489999999,"6A",13,"6A",13,0,"6","6",0,1,1,0
"2839","17966_5#13","17870_8#76",36.4469500000002,"6A",13,"6A",13,0,"6","6",0,1,1,0
"2840","9789_4#32","17870_8#77",150.725525,"18C",68,"18C",68,0,"18","18",0,1,1,0
"2841","17870_7#179","17870_8#89",15.807042,"12F",26,"12F",26,0,"12","12",0,1,1,0
"2842","17966_5#103","17870_8#9",31.631168,"12F",26,"12F",26,0,"12","12",0,1,1,0
"2843","18456_1#99","17870_8#92",42.6518900000001,"6B",13,"6B",13,0,"6","6",0,1,1,0
"2844","17794_7#77","17870_8#94",43.401598,"14",9,"14",9,0,"14","14",0,1,1,0
"2845","17870_7#67","17966_5#1",47.025099,"35B",5,"35B",5,0,"35","35",0,1,1,0
"2846","17870_8#124","17966_5#10",24.905724,"19A",17,"19A",17,0,"19","19",0,1,1,0
"2847","17138_3#50","17966_5#102",17.73423,"12F",26,"12F",26,0,"12","12",0,1,1,0
"2848","17870_8#59","17966_5#103",31.631168,"12F",26,"12F",26,0,"12","12",0,1,1,0
"2849","14936_5#78","17966_5#106",40.050657,"46",26,"46",26,0,"46","46",0,1,1,0
"2850","17870_8#185","17966_5#107",24.3566910000001,"15BC",5,"15BC",5,0,"15","15",0,1,1,0
"2851","13710_2#25","17966_5#114",155.206401,"19A",4,"19A",4,0,"19","19",0,1,1,0
"2852","11679_1#52","17966_5#118",154.907546,"19A",4,"19A",4,0,"19","19",0,1,1,0
"2853","14555_4#20","17966_5#12",28.927945,"23F",14,"23F",14,0,"23","23",0,1,1,0
"2854","11511_8#62","17966_5#120",44.948829,"7F",15,"7F",15,0,"7","7",0,1,1,0
"2855","13414_2#31","17966_5#124",156.187265,"19A",4,"19A",4,0,"19","19",0,1,1,0
"2856","14673_4#60","17966_5#126",50.836077,"23A",5,"17F",5,1,"23","17",1,1,1,1
"2857","21999_8#108","17966_5#127",74.758354,"23A",5,"6C",5,1,"23","6",1,1,1,1
"2858","13710_1#63","17966_5#127",121.783452,"6C",5,"6C",5,0,"6","6",0,1,1,0
"2859","17870_8#76","17966_5#13",36.4469500000002,"6A",13,"6A",13,0,"6","6",0,1,1,0
"2860","12299_1#13","17966_5#130",54.182421,"7F",15,"7F",15,0,"7","7",0,1,1,0
"2861","11511_8#46","17966_5#135",32.989042,"19A",27,"19A",27,0,"19","19",0,1,1,0
"2862","12291_5#3","17966_5#137",50.3226790000001,"19A",5,"19A",5,0,"19","19",0,1,1,0
"2863","11657_8#50","17966_5#138",72.5740089999999,"12F",32,"12F",32,0,"12","12",0,1,1,0
"2864","14673_4#26","17966_5#140",32.0993,"19A",27,"19A",27,0,"19","19",0,1,1,0
"2865","13154_3#87","17966_5#142",32.517636,"19A",24,"19A",24,0,"19","19",0,1,1,0
"2866","14673_4#61","17966_5#144",39.765073,"15A",9,"19A",9,1,"15","19",1,1,1,1
"2867","22841_1#8","17966_5#144",122.859404,"19A",9,"19A",9,0,"19","19",0,1,1,0
"2868","15378_4#42","17966_5#15",69.88766,"15A",22,"19F",22,1,"15","19",1,1,1,1
"2869","14936_6#46","17966_5#18",25.590816,"15BC",5,"15BC",5,0,"15","15",0,1,1,0
"2870","14936_6#71","17966_5#21",90.3379440000001,"35B",5,"35B",5,0,"35","35",0,1,1,0
"2871","17870_8#48","17966_5#23",95.3456649999999,"22A",40,"6B",40,1,"22","6",1,1,1,1
"2872","17870_8#18","17966_5#27",40.3897910000001,"14",9,"14",9,0,"14","14",0,1,1,0
"2873","12837_3#43","17966_5#52",92.458611,"19A",21,"19F",21,1,"19","19",0,1,1,0
"2874","17966_5#9","17966_5#6",24.277707,"29",5,"35B",5,1,"29","35",1,1,1,1
"2875","9789_3#53","17966_5#68",152.94338,"23F",91,"24",91,1,"23","24",1,1,1,1
"2876","16288_4#48","17966_5#68",575.953948,"24",91,"24",91,0,"24","24",0,1,1,0
"2877","17870_8#132","17966_5#75",14.976711,"12F",26,"12F",26,0,"12","12",0,1,1,0
"2878","18456_1#62","17966_5#9",95.550894,"29",5,"29",5,0,"29","29",0,1,1,0
"2879","17966_5#6","17966_5#9",24.277707,"35B",5,"29",5,1,"35","29",1,1,1,1
"2880","15531_4#25","17966_5#96",0.008287,"10B",30,"10B",30,0,"10","10",0,1,1,0
"2881","11511_7#62","18090_1#100",70.019824,"24",10,"14",10,1,"24","14",1,1,1,1
"2882","19084_7#12","18090_1#124",40.13925,"22F",19,"22F",19,0,"22","22",0,1,1,0
"2883","19341_3#59","18090_1#134",155.114442,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"2884","19084_7#52","18090_1#145",26.479387,"19A",5,"19A",5,0,"19","19",0,1,1,0
"2885","17794_8#155","18090_1#187",31.6103749999993,"14",18,"14",18,0,"14","14",0,1,1,0
"2886","10395_5#36","18090_1#81",68.95967,"23F",16,"23F",16,0,"23","23",0,1,1,0
"2887","14520_6#34","18090_1#84",129.746902,"19A",10,"19A",10,0,"19","19",0,1,1,0
"2888","14723_2#52","18090_1#89",114.022898,"6A",47,"6A",47,0,"6","6",0,1,1,0
"2889","14913_5#45","18090_1#90",155.371394,"35B",5,"6A",5,1,"35","6",1,1,1,1
"2890","14412_1#87","18090_1#98",55.004343,"6B",47,"6B",47,0,"6","6",0,1,1,0
"2891","19341_3#123","18090_2#102",107.866295,"35A",43,"35A",43,0,"35","35",0,1,1,0
"2892","19341_2#89","18090_2#118",35.727031,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2893","18090_2#133","18090_2#119",35.7954189999999,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2894","24775_1#57","18090_2#122",37.3626429999999,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2895","18090_2#124","18090_2#125",50.202491,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2896","18090_2#17","18090_2#13",165.152971,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"2897","18090_2#169","18090_2#130",35.6529439999999,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2898","18090_2#119","18090_2#133",35.7954189999999,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2899","18090_2#166","18090_2#134",37.767273,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2900","19341_2#156","18090_2#137",35.402187,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2901","13414_3#18","18090_2#141",286.724232,"6C",76,"6C",76,0,"6","6",0,1,1,0
"2902","24775_1#78","18090_2#147",62.7357349999999,"3",43,"9V",43,1,"3","9",1,1,1,1
"2903","18090_2#160","18090_2#147",56.867343,"9V",43,"9V",43,0,"9","9",0,1,1,0
"2904","18090_2#171","18090_2#148",32.6270839999997,"14",18,"14",18,0,"14","14",0,1,1,0
"2905","20925_3#37","18090_2#15",1225.371201,"15BC",48,"15BC",48,0,"15","15",0,1,1,0
"2906","15682_1#56","18090_2#150",67.307218,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2907","18090_2#129","18090_2#153",36.2855339999999,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2908","13710_1#33","18090_2#154",35.9312580000002,"19A",1,"19F",1,1,"19","19",0,1,1,0
"2909","19341_3#116","18090_2#154",35.9613270000001,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2910","18090_2#147","18090_2#160",56.867343,"9V",43,"9V",43,0,"9","9",0,1,1,0
"2911","18090_2#134","18090_2#166",37.767273,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2912","13414_4#15","18090_2#168",90.255061,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2913","18090_2#130","18090_2#169",35.6529439999999,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2914","18090_2#13","18090_2#17",165.152971,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"2915","18090_2#148","18090_2#171",32.6270839999997,"14",18,"14",18,0,"14","14",0,1,1,0
"2916","19341_3#74","18090_2#172",161.513052,"14",4,"14",4,0,"14","14",0,1,1,0
"2917","19341_2#162","18090_2#181",35.675741,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2918","18090_2#188","18090_2#183",14.860846,"23F",16,"23F",16,0,"23","23",0,1,1,0
"2919","18090_2#183","18090_2#188",14.860846,"23F",16,"23F",16,0,"23","23",0,1,1,0
"2920","15682_2#2","18090_2#39",34.6803059999993,"14",18,"14",18,0,"14","14",0,1,1,0
"2921","15682_2#62","18090_2#39",31.5905699999998,"19F",18,"14",18,1,"19","14",1,1,1,1
"2922","16043_2#58","18090_2#42",44.410437,"19F",1,"14",1,1,"19","14",1,1,1,1
"2923","11511_7#25","18090_2#46",32.7261139999996,"14",18,"14",18,0,"14","14",0,1,1,0
"2924","13414_3#29","18090_2#5",54.170887,"11A",3,"11A",3,0,"11","11",0,1,1,0
"2925","11511_7#49","18090_2#51",35.023787,"18C",3,"18C",3,0,"18","18",0,1,1,0
"2926","18090_2#68","18090_2#61",38.877924,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2927","19341_2#93","18090_2#65",36.412349,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2928","19341_2#123","18090_2#66",22.179922,"19F",16,"19F",16,0,"19","19",0,1,1,0
"2929","18090_2#71","18090_2#67",40.930065,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2930","19341_2#73","18090_2#68",39.291359,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2931","19341_2#80","18090_2#70",35.878642,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2932","18090_2#67","18090_2#71",40.930065,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2933","19341_2#69","18090_2#73",35.878642,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2934","15682_1#19","18090_2#76",241.116527,"11A",3,"22F",3,1,"11","22",1,1,1,1
"2935","17175_7#68","18090_2#76",357.548759,"33A",3,"22F",3,1,"33","22",1,1,1,1
"2936","22027_1#28","18090_2#76",294.260667,"33F",3,"22F",3,1,"33","22",1,1,1,1
"2937","19341_2#63","18090_2#93",13.235209,"23F",16,"23F",16,0,"23","23",0,1,1,0
"2938","15378_3#37","18456_1#111",96.967072,"15A",22,"19A",22,1,"15","19",1,1,1,1
"2939","17870_8#24","18456_1#121",45.753628,"12F",26,"12F",26,0,"12","12",0,1,1,0
"2940","9789_2#53","18456_1#121",58.81682,"46",26,"12F",26,1,"46","12",1,1,1,1
"2941","9789_3#7","18456_1#124",32.699376,"23F",5,"35B",5,1,"23","35",1,1,1,1
"2942","12290_2#41","18456_1#124",26.815068,"35B",5,"35B",5,0,"35","35",0,1,1,0
"2943","17794_7#80","18456_1#125",107.918497,"7F",56,"7F",56,0,"7","7",0,1,1,0
"2944","15378_3#49","18456_1#15",97.5551020000003,"21",11,"21",11,0,"21","21",0,1,1,0
"2945","13415_7#45","18456_1#16",139.24358,"22A",40,"22A",40,0,"22","22",0,1,1,0
"2946","15531_2#43","18456_1#167",41.745915,"15A",22,"15A",22,0,"15","15",0,1,1,0
"2947","17870_7#117","18456_1#173",27.061893,"35B",5,"35B",5,0,"35","35",0,1,1,0
"2948","17794_8#171","18456_1#21",29.44368,"9V",54,"28F",54,1,"9","28",1,1,1,1
"2949","17870_7#64","18456_1#33",113.909398,"34",34,"34",34,0,"34","34",0,1,1,0
"2950","17870_8#16","18456_1#39",66.068781,"19F",21,"19F",21,0,"19","19",0,1,1,0
"2951","17870_7#69","18456_1#50",37.043495,"15BC",5,"15BC",5,0,"15","15",0,1,1,0
"2952","15531_2#45","18456_1#6",0.006396,"35F",30,"35F",30,0,"35","35",0,1,1,0
"2953","17966_5#9","18456_1#62",95.550894,"29",5,"29",5,0,"29","29",0,1,1,0
"2954","12837_3#43","18456_1#68",249.394872,"19A",21,"19A",21,0,"19","19",0,1,1,0
"2955","9789_5#61","18456_1#78",32.459281,"16F",33,"16F",33,0,"16","16",0,1,1,0
"2956","9789_5#61","18456_1#80",29.867207,"16F",33,"19F",33,1,"16","19",1,1,1,1
"2957","12290_3#45","18456_1#86",44.52723,"15BC",5,"15BC",5,0,"15","15",0,1,1,0
"2958","17870_7#149","18456_1#87",65.461638,"19F",21,"19F",21,0,"19","19",0,1,1,0
"2959","9789_5#4","18456_1#92",0.006748,"10B",30,"10B",30,0,"10","10",0,1,1,0
"2960","14555_3#2","18456_1#92",0.110284,"33D",30,"10B",30,1,"33","10",1,1,1,1
"2961","9789_2#8","18456_1#92",0.013178,"6A",30,"10B",30,1,"6","10",1,1,1,1
"2962","22027_1#144","18456_1#96",318.965705,"23F",10,"23F",10,0,"23","23",0,1,1,0
"2963","9789_2#57","18456_1#99",156.434268,"6A",13,"6B",13,1,"6","6",0,1,1,0
"2964","17870_8#92","18456_1#99",42.6518900000001,"6B",13,"6B",13,0,"6","6",0,1,1,0
"2965","17794_7#58","18623_5#46",29.535437,"19A",10,"19A",10,0,"19","19",0,1,1,0
"2966","14673_1#18","18623_5#49",73.519055,"12F",32,"12F",32,0,"12","12",0,1,1,0
"2967","19084_8#69","19084_7#100",44.594812,"9V",43,"9V",43,0,"9","9",0,1,1,0
"2968","15608_2#83","19084_7#104",190.646994,"22F",61,"35A",61,1,"22","35",1,1,1,1
"2969","11658_2#38","19084_7#114",40.400211,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2970","11658_8#12","19084_7#118",30.221253,"23A",5,"23A",5,0,"23","23",0,1,1,0
"2971","18090_1#124","19084_7#12",40.13925,"22F",19,"22F",19,0,"22","22",0,1,1,0
"2972","19084_8#31","19084_7#122",38.705035,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2973","11679_1#90","19084_7#129",61.469862,"23F",16,"23F",16,0,"23","23",0,1,1,0
"2974","19084_7#45","19084_7#13",55.755188,"12F",26,"12F",26,0,"12","12",0,1,1,0
"2975","19084_7#182","19084_7#135",48.789139,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2976","11658_8#10","19084_7#137",44.882547,"11A",3,"11A",3,0,"11","11",0,1,1,0
"2977","12291_1#31","19084_7#139",79.079527,"23F",14,"23F",14,0,"23","23",0,1,1,0
"2978","14673_2#15","19084_7#14",35.822377,"33F",3,"33F",3,0,"33","33",0,1,1,0
"2979","13091_6#26","19084_7#147",39.125987,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2980","12838_1#66","19084_7#160",25.047801,"23A",5,"23A",5,0,"23","23",0,1,1,0
"2981","11679_1#74","19084_7#163",35.780919,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2982","14520_6#89","19084_7#164",224.19608,"15BC",5,"19A",5,1,"15","19",1,1,1,1
"2983","19084_8#106","19084_7#164",42.38479,"19A",5,"19A",5,0,"19","19",0,1,1,0
"2984","15841_4#26","19084_7#164",278.912253,"23F",5,"19A",5,1,"23","19",1,1,1,1
"2985","14936_6#71","19084_7#164",204.637668,"35B",5,"19A",5,1,"35","19",1,1,1,1
"2986","16288_5#26","19084_7#164",274.696475,"7B",5,"19A",5,1,"7","19",1,1,1,1
"2987","11658_2#18","19084_7#168",36.5401380000001,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2988","11657_8#36","19084_7#171",26.565055,"14",6,"14",6,0,"14","14",0,1,1,0
"2989","19084_8#1","19084_7#173",57.97023,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2990","19084_7#81","19084_7#176",36.6873150000001,"14",18,"14",18,0,"14","14",0,1,1,0
"2991","19084_7#43","19084_7#177",35.8034710000003,"19A",1,"19A",1,0,"19","19",0,1,1,0
"2992","19084_8#3","19084_7#179",32.1055260000003,"7C",18,"7C",18,0,"7","7",0,1,1,0
"2993","19084_7#135","19084_7#182",48.789139,"6B",23,"6B",23,0,"6","6",0,1,1,0
"2994","22841_2#52","19084_7#34",56.029277,"19A",5,"19A",5,0,"19","19",0,1,1,0
"2995","22841_3#153","19084_7#39",41.496217,"19A",5,"19A",5,0,"19","19",0,1,1,0
"2996","19084_7#177","19084_7#43",35.8034710000003,"19A",1,"19A",1,0,"19","19",0,1,1,0
"2997","19084_7#13","19084_7#45",55.755188,"12F",26,"12F",26,0,"12","12",0,1,1,0
"2998","18090_1#145","19084_7#52",26.479387,"19A",5,"19A",5,0,"19","19",0,1,1,0
"2999","19341_3#2","19084_7#53",283.845665,"15BC",11,"15BC",11,0,"15","15",0,1,1,0
"3000","18090_1#119","19084_7#54",49.024385,"22F",19,"22F",19,0,"22","22",0,1,1,0
"3001","17150_6#80","19084_7#55",112.429519,"11A",6,"11A",6,0,"11","11",0,1,1,0
"3002","19084_8#148","19084_7#55",65.443419,"9V",6,"11A",6,1,"9","11",1,1,1,1
"3003","12837_4#18","19084_7#57",321.945048,"3",3,"3",3,0,"3","3",0,1,1,0
"3004","22114_6#65","19084_7#59",241.835345,"18C",67,"18C",67,0,"18","18",0,1,1,0
"3005","19084_7#68","19084_7#62",61.709814,"9V",6,"9V",6,0,"9","9",0,1,1,0
"3006","12291_1#54","19084_7#80",47.974014,"23F",14,"23F",14,0,"23","23",0,1,1,0
"3007","19084_7#176","19084_7#81",36.6873150000001,"14",18,"14",18,0,"14","14",0,1,1,0
"3008","11679_1#95","19084_7#86",41.3417250000002,"14",18,"14",18,0,"14","14",0,1,1,0
"3009","14673_4#31","19084_7#9",167.453723,"15BC",48,"15BC",48,0,"15","15",0,1,1,0
"3010","11657_4#75","19084_7#93",25.873961,"14",6,"14",6,0,"14","14",0,1,1,0
"3011","19084_7#173","19084_8#1",57.97023,"6B",23,"6B",23,0,"6","6",0,1,1,0
"3012","19084_7#164","19084_8#106",42.38479,"19A",5,"19A",5,0,"19","19",0,1,1,0
"3013","11657_4#93","19084_8#109",36.442416,"19F",1,"19F",1,0,"19","19",0,1,1,0
"3014","19084_7#158","19084_8#110",36.510069,"19F",1,"19F",1,0,"19","19",0,1,1,0
"3015","15995_1#17","19084_8#115",266.733702,"19B",4,"19B",4,0,"19","19",0,1,1,0
"3016","15995_1#91","19084_8#12",302.669962,"19F",14,"19F",14,0,"19","19",0,1,1,0
"3017","11511_8#80","19084_8#12",72.393467,"23F",14,"19F",14,1,"23","19",1,1,1,1
"3018","13414_2#14","19084_8#134",34.9382249999999,"33F",3,"33F",3,0,"33","33",0,1,1,0
"3019","12291_4#48","19084_8#136",38.336858,"19A",5,"19A",5,0,"19","19",0,1,1,0
"3020","11657_8#9","19084_8#137",155.704498,"19A",4,"19A",4,0,"19","19",0,1,1,0
"3021","14673_1#86","19084_8#139",35.7658860000001,"19A",1,"19A",1,0,"19","19",0,1,1,0
"3022","11822_1#53","19084_8#145",34.5548669999989,"14",18,"14",18,0,"14","14",0,1,1,0
"3023","15608_2#95","19084_8#146",81.621078,"6B",23,"6B",23,0,"6","6",0,1,1,0
"3024","19084_7#55","19084_8#148",65.443419,"11A",6,"9V",6,1,"11","9",1,1,1,1
"3025","14723_6#55","19084_8#148",43.968877,"9V",6,"9V",6,0,"9","9",0,1,1,0
"3026","19084_8#40","19084_8#15",36.433706,"6B",23,"6A",23,1,"6","6",0,1,1,0
"3027","13414_2#18","19084_8#156",71.446441,"12F",32,"12F",32,0,"12","12",0,1,1,0
"3028","12299_1#80","19084_8#158",37.186599,"19F",1,"19F",1,0,"19","19",0,1,1,0
"3029","14673_3#14","19084_8#159",62.5756090000001,"18C",50,"18C",50,0,"18","18",0,1,1,0
"3030","11511_8#89","19084_8#16",34.8387510000002,"7C",18,"7C",18,0,"7","7",0,1,1,0
"3031","14673_3#86","19084_8#167",155.060805,"19A",4,"19A",4,0,"19","19",0,1,1,0
"3032","14673_1#76","19084_8#172",155.229392,"19A",4,"19A",4,0,"19","19",0,1,1,0
"3033","11658_2#85","19084_8#174",41.8734709999999,"21",11,"21",11,0,"21","21",0,1,1,0
"3034","19341_3#57","19084_8#175",155.428625,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"3035","21999_7#173","19084_8#178",35.9162260000001,"19A",1,"19A",1,0,"19","19",0,1,1,0
"3036","19084_8#84","19084_8#2",52.6476909999999,"6C",13,"6C",13,0,"6","6",0,1,1,0
"3037","19084_7#179","19084_8#3",32.1055260000003,"7C",18,"7C",18,0,"7","7",0,1,1,0
"3038","12291_1#7","19084_8#31",40.659455,"19F",1,"19F",1,0,"19","19",0,1,1,0
"3039","19084_8#15","19084_8#40",36.433706,"6A",23,"6B",23,1,"6","6",0,1,1,0
"3040","13091_5#75","19084_8#47",37.077694,"6B",23,"6B",23,0,"6","6",0,1,1,0
"3041","13091_6#68","19084_8#49",52.970529,"23F",16,"23F",16,0,"23","23",0,1,1,0
"3042","12291_1#53","19084_8#53",58.65819,"33F",3,"33F",3,0,"33","33",0,1,1,0
"3043","19084_7#100","19084_8#69",44.594812,"9V",43,"9V",43,0,"9","9",0,1,1,0
"3044","12291_3#2","19084_8#71",111.044006,"21",11,"21",11,0,"21","21",0,1,1,0
"3045","11679_1#63","19084_8#81",74.908409,"23F",14,"23F",14,0,"23","23",0,1,1,0
"3046","13091_6#34","19084_8#83",35.641531,"23B",5,"23B",5,0,"23","23",0,1,1,0
"3047","19084_8#2","19084_8#84",52.6476909999999,"6C",13,"6C",13,0,"6","6",0,1,1,0
"3048","21999_8#93","19084_8#87",73.356393,"6C",5,"6C",5,0,"6","6",0,1,1,0
"3049","14723_2#39","19183_3#45",127.154365,"6A",5,"6A",5,0,"6","6",0,1,1,0
"3050","14410_6#47","19183_3#95",69.085634,"15A",80,"19A",80,1,"15","19",1,1,1,1
"3051","14410_5#4","19183_3#99",16.681794,"12F",26,"12F",26,0,"12","12",0,1,1,0
"3052","16043_2#58","19341_2#117",37.878165,"19F",1,"19F",1,0,"19","19",0,1,1,0
"3053","18090_2#66","19341_2#123",22.179922,"19F",16,"19F",16,0,"19","19",0,1,1,0
"3054","12291_5#9","19341_2#131",32.2771769999999,"14",18,"14",18,0,"14","14",0,1,1,0
"3055","11822_1#34","19341_2#137",164.080152,"14",4,"15BC",4,1,"14","15",1,1,1,1
"3056","13414_1#84","19341_2#137",170.792938,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"3057","19341_2#161","19341_2#141",14.259583,"19F",16,"19F",16,0,"19","19",0,1,1,0
"3058","15682_2#31","19341_2#145",185.269743,"6A",76,"6B",76,1,"6","6",0,1,1,0
"3059","11822_1#94","19341_2#145",789.829722,"6B",76,"6B",76,0,"6","6",0,1,1,0
"3060","19341_2#74","19341_2#148",40.351257,"19F",1,"19F",1,0,"19","19",0,1,1,0
"3061","19341_2#91","19341_2#152",35.7099359999999,"6B",23,"6B",23,0,"6","6",0,1,1,0
"3062","18090_2#137","19341_2#156",35.402187,"6B",23,"6B",23,0,"6","6",0,1,1,0
"3063","19341_2#141","19341_2#161",14.259583,"19F",16,"19F",16,0,"19","19",0,1,1,0
"3064","18090_2#181","19341_2#162",35.675741,"6B",23,"6B",23,0,"6","6",0,1,1,0
"3065","19341_3#50","19341_2#163",41.4814080000001,"15A",9,"15A",9,0,"15","15",0,1,1,0
"3066","15682_1#44","19341_2#163",89.512515,"19F",9,"15A",9,1,"19","15",1,1,1,1
"3067","14913_7#80","19341_2#168",54.343781,"6A",16,"6A",16,0,"6","6",0,1,1,0
"3068","19341_3#87","19341_2#174",176.540191,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"3069","19341_3#23","19341_2#175",155.390311,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"3070","19341_3#32","19341_2#181",26.272054,"23A",5,"23A",5,0,"23","23",0,1,1,0
"3071","17870_8#136","19341_2#27",13.862769,"12F",26,"12F",26,0,"12","12",0,1,1,0
"3072","15378_2#78","19341_2#31",38.28041,"9V",22,"9V",22,0,"9","9",0,1,1,0
